,epoch,perpexity,val_loss
0,1.0,519.8132228017352,6.25346956013266
1,2.0,352.6505505285389,5.865477624771753
2,3.0,280.57440528824276,5.636838949282298
3,4.0,246.8311722296785,5.508704589686136
4,5.0,227.0018274309256,5.424958067805499
5,6.0,212.1833412933933,5.3574507183545546
6,7.0,200.65493487456652,5.301586690851387
7,8.0,193.20958252289674,5.263775519528226
8,9.0,185.54913963162872,5.223319750641255
9,10.0,180.65520111633188,5.196590248301982
10,11.0,176.31057114781925,5.172247048739632
11,12.0,173.67323139741555,5.157175553123699
12,13.0,169.2104276464079,5.131143074389013
13,14.0,166.15779291784912,5.1129378966068
14,15.0,164.09408367530813,5.100439944279192
15,16.0,161.87557882847977,5.086828008221802
16,17.0,160.76871947394062,5.07996680718663
17,18.0,158.75985933234938,5.067392741874849
18,19.0,157.57661812375562,5.059911804258114
19,20.0,156.68932564053915,5.054265027325954
20,21.0,155.99847783551658,5.049846249737295
21,22.0,155.17657137095054,5.044563638692463
22,23.0,154.68104100431432,5.041365196767615
23,24.0,154.78254534586142,5.042021198634487
24,25.0,154.2992405014845,5.0388938371371985
25,26.0,153.66790286974327,5.034793799001668
26,27.0,152.72236634097743,5.028621673934548
27,28.0,152.7450311089881,5.028770067957881
28,29.0,152.29308511418694,5.025806855811843
29,30.0,151.55533903802686,5.020950832431447
30,31.0,151.7479261436177,5.022220763576818
31,32.0,151.5617773326874,5.020993313006207
32,33.0,151.27981823221532,5.0191312228173235
33,34.0,151.32043696756676,5.019399687465964
34,35.0,151.72782680958056,5.022088302687465
35,36.0,151.37721823387645,5.01977485566433
36,37.0,151.87246471428983,5.023041120716235
37,38.0,152.47874350821928,5.02702519950087
38,39.0,151.83937117917586,5.022823193514633
39,40.0,151.958403040891,5.02360681918873
40,41.0,151.57066014366148,5.021051919805602
41,42.0,151.79528345967572,5.022532793725699
42,43.0,151.80133637057338,5.022572668417992
43,44.0,152.16014004804543,5.0249335191965345
44,45.0,152.4336601945814,5.0267294862834415
45,46.0,152.70024835179638,5.028476838626646
46,47.0,152.97789097488916,5.030293407518712
47,48.0,152.91398773786742,5.029875591666782
48,49.0,153.62046059815688,5.034485018861555
49,50.0,153.8109219737217,5.0357240686835905
50,51.0,155.46006846989098,5.046388904236114
51,52.0,154.56699417406563,5.040627621601757
52,53.0,154.8071522873108,5.042180163494683
53,54.0,155.50564525461618,5.0466820348485255
54,55.0,154.40426376710448,5.039574252281307
55,56.0,155.6042946922148,5.047316212213104
56,57.0,155.14268967946015,5.044345272023824
57,58.0,155.65293818905326,5.047628773606677
58,59.0,156.17284991637354,5.0509634061414275
59,60.0,156.18361474503263,5.051032332703745
60,61.0,156.60170571494052,5.053705675674526
61,62.0,156.4728848287418,5.052882735088737
62,63.0,157.21876228442366,5.057638225827458
63,64.0,157.90022652190487,5.0619633558514785
64,65.0,157.55091017636667,5.059748645250174
65,66.0,157.88490522946145,5.061866319665066
66,67.0,158.24703377328885,5.064157316919951
67,68.0,157.86689394239883,5.061752234569561
68,69.0,158.72736188853287,5.067188025327171
69,70.0,158.9500068634747,5.068589730536897
70,71.0,158.50618127945387,5.065793591165451
71,72.0,159.32973932933874,5.070975887058518
72,73.0,159.5477920710355,5.072343514151756
73,74.0,159.58026306292527,5.072547012349294
74,75.0,160.06941231777924,5.0756075481442275
75,76.0,160.69937703780772,5.079535396182174
76,77.0,160.85847973386356,5.08052497056631
77,78.0,160.29695278196007,5.077028049964832
78,79.0,160.87877459149038,5.080651128525209
79,80.0,160.7550371546328,5.079881697958873
80,81.0,160.69958914079297,5.0795367160556495
81,82.0,161.0950520367899,5.081994576097289
82,83.0,161.2451621524845,5.082925953070673
83,84.0,161.36872029173233,5.083691934648112
84,85.0,161.5395773649215,5.084750173723254
85,86.0,161.7434358091299,5.086011350233753
86,87.0,162.29231467953986,5.089399120839549
87,88.0,161.83630862166422,5.086585383786119
88,89.0,162.13126424418363,5.088406280250589
89,90.0,162.18905467671541,5.088762658989582
90,91.0,163.12918764912908,5.094542449159738
91,92.0,163.02730392425306,5.093917695516489
92,93.0,163.15830066961175,5.094720899278742
93,94.0,163.2407185710442,5.095225912457861
94,95.0,163.54915301840762,5.097113575239144
95,96.0,166.24513885932473,5.113463439164557
96,97.0,164.09064042034274,5.100418960639719
97,98.0,163.9905655431694,5.0998088989936505
98,99.0,164.31557176828545,5.101788796987311
99,100.0,164.43264145865993,5.1025010119324445
