,epoch,perpexity,val_loss
0,1.0,305.97964907170126,5.723518593439109
1,2.0,263.04718992398045,5.572333445450988
2,3.0,243.36815574219048,5.494575341025494
3,4.0,233.5180607587448,5.453259422120939
4,5.0,228.68647791847397,5.432351973432347
5,6.0,227.82730536658346,5.428587909354733
6,7.0,225.22094529839092,5.4170818994823025
7,8.0,229.63420735731924,5.436487640095894
8,9.0,219.83695351294392,5.392886151191167
9,10.0,215.9679144248279,5.375129852320863
10,11.0,217.70021883997578,5.383118973476449
11,12.0,216.80673576610033,5.379006338114687
12,13.0,215.20145789362846,5.371574602863327
13,14.0,215.1927583738026,5.371534177042077
14,15.0,214.9826289944325,5.370557229488808
15,16.0,214.45481738163673,5.368099074602568
16,17.0,214.60343668494036,5.368791844443674
17,18.0,214.9170213020979,5.370252006198681
18,19.0,215.06537411902778,5.370942047578962
19,20.0,216.54907476070116,5.377817195015632
20,21.0,217.6765047527914,5.383010037532368
21,22.0,217.31036461954514,5.381326583407671
22,23.0,216.80797785640178,5.379012067119088
23,24.0,217.2479060775318,5.381039125790799
24,25.0,218.67760034620676,5.387598500609204
25,26.0,219.41032119085614,5.390943589537096
26,27.0,221.03491014587675,5.398320653503662
27,28.0,219.81266891111852,5.392775678666632
28,29.0,221.01812135949203,5.398244695257948
29,30.0,221.59781134008745,5.4008640782002
30,31.0,222.37471882641714,5.40436388157336
31,32.0,222.87936223459045,5.406630648553023
32,33.0,223.14518831136124,5.40782262826768
33,34.0,224.78011692018214,5.4151226662438345
34,35.0,223.9000295373165,5.411199655526614
35,36.0,224.6640126205405,5.414606008912731
36,37.0,224.9352824397582,5.415812727228867
37,38.0,225.3008321295195,5.417436540860226
38,39.0,225.79287410420991,5.419618092777415
39,40.0,225.38450868835264,5.417807871153077
40,41.0,225.76024167938834,5.419473558618585
41,42.0,225.84858021129455,5.4198647756575395
42,43.0,225.92661683702082,5.420210242283473
43,44.0,227.05375050734338,5.425186775827895
44,45.0,227.29605980700646,5.426253395939249
45,46.0,227.90094529731985,5.42891108410315
46,47.0,226.95346279408946,5.42474498674637
47,48.0,226.36217784917943,5.422136273403068
48,49.0,226.57679054934835,5.423083918587975
49,50.0,226.69964345689942,5.4236259847592665
50,51.0,226.5726129448187,5.423065480498914
51,52.0,227.77792828005613,5.428371155537726
52,53.0,228.08162510761287,5.4297035697439435
53,54.0,228.44318397897206,5.431287531621838
54,55.0,228.7332976258231,5.432556685646448
55,56.0,229.148087699689,5.434368465730214
56,57.0,229.27813426155456,5.434935826666932
57,58.0,228.3465549180548,5.430864452668305
58,59.0,228.78626947485088,5.432788246668418
59,60.0,229.2995869412291,5.435029388472045
60,61.0,229.25690051042181,5.434843211056181
61,62.0,228.69731180319326,5.4323993467103895
62,63.0,229.5710921301747,5.436212751162285
63,64.0,229.64107380401416,5.436517541320615
64,65.0,229.75524321574042,5.437014582371433
65,66.0,230.29209869766777,5.439348497500208
66,67.0,229.98984804408508,5.438035169010283
67,68.0,230.11918028955625,5.438597349888784
68,69.0,231.03139161881307,5.442553595742715
69,70.0,231.49175366148467,5.4445442515591544
70,71.0,231.7099709346471,5.445486464326158
71,72.0,231.6056731536555,5.445036240880936
72,73.0,232.08840937966943,5.447118373988075
73,74.0,233.53078202221562,5.453313897209233
74,75.0,232.89963998786388,5.450607631109212
75,76.0,232.28332537170036,5.447957856621884
76,77.0,232.11547377286536,5.447234979618527
77,78.0,231.7096626583242,5.445485133884802
78,79.0,232.73303800532537,5.449892037047532
79,80.0,233.2816488533342,5.452246516925176
80,81.0,232.42773635997392,5.4485793653606
81,82.0,232.67152495337734,5.449627694764701
82,83.0,233.15895072780748,5.4517204129433745
83,84.0,234.36404727100484,5.456875663989005
84,85.0,234.3291452611295,5.456726730697479
85,86.0,234.66905250853068,5.458176234378011
86,87.0,234.78461576781206,5.458668565227358
87,88.0,234.77417084737675,5.458624076994
88,89.0,234.79055526760231,5.458693862560594
89,90.0,235.0392930074151,5.459752704453953
90,91.0,235.1185882551258,5.460090017733695
91,92.0,235.46534916710647,5.461563765336054
92,93.0,235.51262523197062,5.461764522346329
93,94.0,234.36452549598206,5.45687770450885
94,95.0,234.1476866447853,5.455952055780554
95,96.0,233.53696559051426,5.453340375459254
96,97.0,233.47148273839522,5.453059940050505
97,98.0,234.05197620178683,5.4555432112130475
98,99.0,234.06071020752682,5.455580527038893
99,100.0,234.7851430178783,5.458670810900365
