,epoch,perpexity,val_loss
0,1.0,290.5354443599092,5.671725580415113
1,2.0,263.71260496085523,5.574859892599301
2,3.0,254.68922034366463,5.54004405813596
3,4.0,254.19684379225646,5.538108942440099
4,5.0,253.14531699051904,5.533963699293671
5,6.0,254.12875260293302,5.537841038599672
6,7.0,254.99377151176608,5.5412391194160655
7,8.0,257.4504444978727,5.550827253031241
8,9.0,258.19234077567415,5.553704814051855
9,10.0,258.81531304436135,5.556114730290375
10,11.0,258.70044343915265,5.555670803296246
11,12.0,258.2125657036704,5.553783143780147
12,13.0,257.51756944792083,5.551087948641883
13,14.0,258.5109824452882,5.554938178327589
14,15.0,259.6698014790536,5.559410829577984
15,16.0,261.53467812100456,5.566566887030159
16,17.0,264.3931362137559,5.577437147783367
17,18.0,266.12713461302855,5.583974144273174
18,19.0,269.97104952633026,5.598314729272919
19,20.0,273.8164199396575,5.61245788161739
20,21.0,278.55055606239046,5.629599572739793
21,22.0,282.1818216080946,5.6425516206468265
22,23.0,284.9066916492614,5.652161728940426
23,24.0,289.2538195306356,5.667304570932619
24,25.0,293.021475350828,5.680245901043865
25,26.0,297.8264634200878,5.696510979364573
26,27.0,301.1206807146666,5.70751111700374
27,28.0,307.1135093385354,5.727217416510293
28,29.0,310.40452390765574,5.737876362647625
29,30.0,313.4332329678988,5.747586364401849
30,31.0,315.17117991635985,5.753115919527848
31,32.0,319.71949881932784,5.767444045195373
32,33.0,323.1637975844314,5.778159307948672
33,34.0,326.81981744112994,5.789409002031994
34,35.0,330.8294722715066,5.801603053109283
35,36.0,332.6935403087783,5.807221766871942
36,37.0,336.05734921871203,5.817281827597203
37,38.0,338.5456972795871,5.824659082589592
38,39.0,339.7768135522409,5.828288971336521
39,40.0,343.0592682164882,5.837903225872916
40,41.0,344.50723918262076,5.842115103825444
41,42.0,347.34058898964196,5.850305823032513
42,43.0,349.5932666236849,5.8567703833661655
43,44.0,351.3161489718598,5.861686527392173
44,45.0,353.6153682605969,5.868209792094475
45,46.0,356.09893011279314,5.875208585822024
46,47.0,356.74326962726735,5.877016390382957
47,48.0,359.29374075743954,5.884140273309339
48,49.0,361.31092438410366,5.889738874021157
49,50.0,361.89885188220546,5.891364758092173
50,51.0,364.52533441862465,5.898596053611227
51,52.0,366.6651544667101,5.904449045928148
52,53.0,369.1904016733241,5.911312504656203
53,54.0,369.9859729538921,5.913465093984206
54,55.0,368.73237604775176,5.910071112743062
55,56.0,371.9439132020236,5.91874307194376
56,57.0,374.25507879167736,5.924937593793302
57,58.0,374.14794175383366,5.924651285385575
58,59.0,378.20092580275997,5.935425604139817
59,60.0,377.4511650943055,5.933441196332242
60,61.0,378.35960745003484,5.935845085840559
61,62.0,379.2923944350901,5.938307396912194
62,63.0,379.1087150437403,5.937823011030777
63,64.0,381.41790808234197,5.943895645609767
64,65.0,382.1563200140259,5.945829739597479
65,66.0,383.34644843041275,5.9489391454006535
66,67.0,383.66609871092476,5.949772639716252
67,68.0,385.5356103234026,5.954633563116907
68,69.0,385.25938432020644,5.953916832943669
69,70.0,387.6561322635326,5.960118689612549
70,71.0,387.63492416173557,5.960063979573973
71,72.0,387.64952004156913,5.960101632541073
72,73.0,390.317532933407,5.966960594861984
73,74.0,390.2902818907391,5.966890774800843
74,75.0,389.63568674307714,5.965212165990024
75,76.0,390.54124478319164,5.967533584145807
76,77.0,394.15464526441815,5.976743332960807
77,78.0,392.5962683140962,5.972781776738849
78,79.0,393.4105966586581,5.974853841684355
79,80.0,394.0557142749639,5.976492306090185
80,81.0,393.9060114423816,5.976112331201818
81,82.0,393.33348813654544,5.974657822359012
82,83.0,396.42930965089033,5.982497739305914
83,84.0,397.1803860491454,5.9843905504108355
84,85.0,396.7324291284678,5.983262071415027
85,86.0,399.3684946744453,5.989884536234054
86,87.0,399.5503846272826,5.9903398764711975
87,88.0,398.0986071298126,5.986699731205407
88,89.0,398.76039923343694,5.988360733341275
89,90.0,399.29242299019194,5.989694038157083
90,91.0,399.4441271257579,5.990073898418562
91,92.0,401.292561864834,5.99469074200225
92,93.0,403.60278889292874,6.000431198497524
93,94.0,402.7200113366116,5.998241559537114
94,95.0,403.6043038910452,6.000434952176425
95,96.0,403.37429611971737,5.999864905393144
96,97.0,404.71591477048486,6.003185375967735
97,98.0,404.5169044015542,6.00269352648208
98,99.0,405.5966550647761,6.005359205361252
99,100.0,406.69151195801606,6.008054942171698
